Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
The Role of Cohesion and Productivity Norms in Performance and Social Effectiveness of Work Groups and Informal Subgroups,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215452/,"Andrey V. Sidorenkov, Evgueni F. Borokhovski",Behav Sci (Basel)2023 May;13(5): 361.Published online 2023 Apr 26.doi:10.3390/bs13050361,4/26/2023,2023,Apr,26
Psychometric Properties of the Positive Thinking Skills Scale (PTSS) among Portuguese Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215308/,"Telma Catarina Almeida, Ionela Catalina Ifrim",Behav Sci (Basel)2023 May;13(5): 357.Published online 2023 Apr 25.doi:10.3390/bs13050357,4/25/2023,2023,Apr,25
A Perceptual Approach to the Impact of CSR on Organizational Financial Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215256/,"Marian Cazacu, Simona Dumitriu, Iulian Georgescu, Dorel Berceanu, Dalia Simion, Anca Antoaneta Vărzaru, Claudiu George Bocean",Behav Sci (Basel)2023 May;13(5): 359.Published online 2023 Apr 25.doi:10.3390/bs13050359,4/25/2023,2023,Apr,25
"Preventing, Mitigating, and Treating Women’s Perinatal Mental Health Problems during the COVID-19 Pandemic: A Scoping Review of Reviews with a Qualitative Narrative Synthesis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215147/,"Pietro Grussu, Gianfranco J. Jorizzo, Fiona Alderdice, Rosa Maria Quatraro",Behav Sci (Basel)2023 May;13(5): 358.Published online 2023 Apr 25.doi:10.3390/bs13050358,4/25/2023,2023,Apr,25
Family Functioning as an Explanatory Factor of Empathic Behavior in Argentine Medical Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10263231/,"María J. Ulloque, Silvina Villalba, Gabriela Foscarini, Susana Quinteros, Aracelis Calzadilla-Núñez, Alejandro Reyes-Reyes, Víctor Díaz-Narváez",Behav Sci (Basel)2023 May;13(5): 356.Published online 2023 Apr 24.doi:10.3390/bs13050356,4/24/2023,2023,Apr,24
A Biocratic Paradigm: Exploring the Complexity of Trauma-Informed Leadership andCreating Presence™,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215728/,Sandra L. Bloom,Behav Sci (Basel)2023 May;13(5): 355.Published online 2023 Apr 24.doi:10.3390/bs13050355,4/24/2023,2023,Apr,24
"Verbal, Figural, and Arithmetic Fluency of Children with Cochlear Implants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215613/,"Renata Skrbic, Vojislava Bugarski-Ignjatovic, Zoran Komazec, Mila Veselinovic",Behav Sci (Basel)2023 May;13(5): 349.Published online 2023 Apr 22.doi:10.3390/bs13050349,4/22/2023,2023,Apr,22
The Attitudes and Practices Regarding COVID-19 among General Practitioners from Croatia and Bosnia and Herzegovina: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10215175/,"Zudi Osmani, Almina Bajrektarevic Kehic, Ivan Miskulin, Lea Dumic, Nika Pavlovic, Jelena Kovacevic, Vedrana Lanc Curdinjakovic, Juraj Dumic, Ivan Vukoja, Maja Miskulin",Behav Sci (Basel)2023 May;13(5): 352.Published online 2023 Apr 22.doi:10.3390/bs13050352,4/22/2023,2023,Apr,22
Patient Power and Empowerment: Mitigating Elements of Valuable Patient Participation in Healthcare Collaboratives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136329/,"Anja Minheere, Wim Lambrechts, Jelle Mampaey, Talia Stough, Marjolein C. J. Caniëls, Janjaap Semeijn",Behav Sci (Basel)2023 Apr;13(4): 347.Published online 2023 Apr 21.doi:10.3390/bs13040347,4/21/2023,2023,Apr,21
"Perceived Discrimination as a Critical Factor Affecting Self-Esteem, Satisfaction with Physical Appearance and Depression of Racial/Ethnic Minority Adolescents in Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135946/,"Hyemee Kim, Kwanghyun Han, Seojin Won",Behav Sci (Basel)2023 Apr;13(4): 343.Published online 2023 Apr 20.doi:10.3390/bs13040343,4/20/2023,2023,Apr,20
Employees’ Appraisals and Trust of Artificial Intelligences’ Transparency and Opacity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135857/,"Liangru Yu, Yi Li, Fan Fan",Behav Sci (Basel)2023 Apr;13(4): 344.Published online 2023 Apr 20.doi:10.3390/bs13040344,4/20/2023,2023,Apr,20
"Career Calling, Courage, Flourishing and Satisfaction with Life in Italian University Students",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135686/,"Anna Parola, Andrea Zammitti, Jenny Marcionetti",Behav Sci (Basel)2023 Apr;13(4): 345.Published online 2023 Apr 20.doi:10.3390/bs13040345,4/20/2023,2023,Apr,20
The Effect of the Organizational Climate on the Integrative–Qualitative Intentional Behavior in Romanian Preschool Education—A Top-Down Perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136150/,"Adela Redeș, Dana Rad, Alina Roman, Mușata Bocoș, Olga Chiș, Claudiu Langa, Daniela Roman, Daniel Mara, Elena-Lucia Mara, Alina Costin, Editha Coșarbă, Ciprian Baciu",Behav Sci (Basel)2023 Apr;13(4): 342.Published online 2023 Apr 19.doi:10.3390/bs13040342,4/19/2023,2023,Apr,19
Increased Depression and the Worsening of Depressive Symptoms Associated with Physical Inactivity during the COVID-19 Pandemic: A Two-Phase Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135763/,"Luana Lemos Leão, Weslley Gomes de Araújo Valadares, Nayra Suze Souza e Silva, Stênio Fernando Pimentel Duarte, Alfredo Maurício Batista de Paula, Desirée Sant´Ana Haikal, Sérgio Henrique Sousa Santos, Jeane Soares, Joelton Cruz, Jordana Santos, Gustavo Leal Teixeira, Renato Sobral Monteiro-Junior",Behav Sci (Basel)2023 Apr;13(4): 340.Published online 2023 Apr 19.doi:10.3390/bs13040340,4/19/2023,2023,Apr,19
Left-Behind Children’s Positive and Negative Social Adjustment: A qualitative Study in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135552/,"Wen Liu, Yining Wang, Lingxiang Xia, Weiwei Wang, Yongqiang Li, Ye Liang",Behav Sci (Basel)2023 Apr;13(4): 341.Published online 2023 Apr 19.doi:10.3390/bs13040341,4/19/2023,2023,Apr,19
"“10,000 Available” or “10% Remaining”: The Impact of Scarcity Framing on Ticket Availability Perceptions in the Secondary Ticket Market",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135727/,"Wonsok (Frank) Jee, Moonsup Hyun",Behav Sci (Basel)2023 Apr;13(4): 338.Published online 2023 Apr 18.doi:10.3390/bs13040338,4/18/2023,2023,Apr,18
"Social Media Use, Fake News and Mental Health during the Uncertain Times of the COVID-19 Pandemic in Ukraine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135461/,"Andriy Haydabrus, Igor Linskiy, Lydia Giménez-Llort",Behav Sci (Basel)2023 Apr;13(4): 339.Published online 2023 Apr 18.doi:10.3390/bs13040339,4/18/2023,2023,Apr,18
"Virtual Reality Training of Social Skills in Adults with Autism Spectrum Disorder: An Examination of Acceptability, Usability, User Experience, Social Skills, and Executive Functions",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136366/,"Panagiotis Kourtesis, Evangelia-Chrysanthi Kouklari, Petros Roussos, Vasileios Mantas, Katerina Papanikolaou, Christos Skaloumbakas, Artemios Pehlivanidis",Behav Sci (Basel)2023 Apr;13(4): 336.Published online 2023 Apr 17.doi:10.3390/bs13040336,4/17/2023,2023,Apr,17
Navigating Value Co-Destruction in Open Innovation Communities: An Empirical Study of Expectancy Disconfirmation and Psychological Contracts in Business Analytics Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135851/,Mohammad Daradkeh,Behav Sci (Basel)2023 Apr;13(4): 334.Published online 2023 Apr 17.doi:10.3390/bs13040334,4/17/2023,2023,Apr,17
The Psychosocial Model of Absenteeism: Transition from 4.0 to 5.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136245/,"Aleksandra Sitarević, Ana Nešić Tomašević, Aleksandar Sofić, Nikola Banjac, Nenad Novaković",Behav Sci (Basel)2023 Apr;13(4): 332.Published online 2023 Apr 14.doi:10.3390/bs13040332,4/14/2023,2023,Apr,14
Using Learner Reviews to Inform Instructional Video Design in MOOCs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135728/,"Ruiqi Deng, Yifan Gao",Behav Sci (Basel)2023 Apr;13(4): 330.Published online 2023 Apr 13.doi:10.3390/bs13040330,4/13/2023,2023,Apr,13
A Comparison in Travel Characteristics of Bike-Sharing between College Students and Office Workers Based on Theory of Planned Behavior,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135652/,"Yuzhou Duan, Jiale Wang, Hui Li, Yibo Yan, Xu Zhang",Behav Sci (Basel)2023 Apr;13(4): 329.Published online 2023 Apr 13.doi:10.3390/bs13040329,4/13/2023,2023,Apr,13
"Self-Esteem, Social Problem Solving and Intimate Partner Violence Victimization in Emerging Adulthood",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135903/,"Chloé Cherrier, Robert Courtois, Emmanuel Rusch, Catherine Potard",Behav Sci (Basel)2023 Apr;13(4): 327.Published online 2023 Apr 12.doi:10.3390/bs13040327,4/12/2023,2023,Apr,12
Characteristics of Adolescent Life Goals in Contemporary China: A Mixed-Methods Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136166/,"Xiaofeng Wang, Rui Fu, Aruna Wu, Dan Li",Behav Sci (Basel)2023 Apr;13(4): 326.Published online 2023 Apr 11.doi:10.3390/bs13040326,4/11/2023,2023,Apr,11
Entrepreneurship on Social Networking Sites: The Roles of Attitude and Perceived Usefulness,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136023/,"Giovanni Di Stefano, Stefano Ruggieri, Rubinia Celeste Bonfanti, Palmira Faraci",Behav Sci (Basel)2023 Apr;13(4): 323.Published online 2023 Apr 10.doi:10.3390/bs13040323,4/10/2023,2023,Apr,10
Italian Validation of the Online Student Engagement Scale (OSE) in Higher Education,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135774/,"Francesco Sulla, Rachel Harrad, Alice Tontodimamma, Pierpaolo Limone, Antonio Aquino",Behav Sci (Basel)2023 Apr;13(4): 324.Published online 2023 Apr 10.doi:10.3390/bs13040324,4/10/2023,2023,Apr,10
The Risk-Taking and Self-Harm Inventory for Adolescents: Validation of the Italian Version (RTSHIA-I),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136143/,"Annalisa Valle, Giulia Cavalli, Laura Miraglia, Edoardo Alfredo Bracaglia, Peter Fonagy, Cinzia Di Dio, Antonella Marchetti",Behav Sci (Basel)2023 Apr;13(4): 321.Published online 2023 Apr 9.doi:10.3390/bs13040321,4/9/2023,2023,Apr,9
A Study on Consumers’ Perceptions of Museum Cultural and Creative Products through Online Textual Reviews: An Example from Palace Museum’s Cultural and Creative Flagship Store,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135643/,"Huiqian Huang, He Chen, Yihong Zhan",Behav Sci (Basel)2023 Apr;13(4): 318.Published online 2023 Apr 7.doi:10.3390/bs13040318,4/7/2023,2023,Apr,7
Changes in Oral Health Behavior According to Dental Calculus Removal Health Insurance in Korea,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135460/,"Yu-Rin Kim, Hyun-Kyung Kang",Behav Sci (Basel)2023 Apr;13(4): 315.Published online 2023 Apr 6.doi:10.3390/bs13040315,4/6/2023,2023,Apr,6
Association between Exposure to Domestic Violence during Childhood and Depressive Symptoms in Middle and Older Age: A Longitudinal Analysis in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135905/,"Hui Lv, Haomiao Li",Behav Sci (Basel)2023 Apr;13(4): 311.Published online 2023 Apr 5.doi:10.3390/bs13040311,4/5/2023,2023,Apr,5
Actual and Perceived Motor Competence in Chilean Schoolchildren before and after COVID-19 Lockdowns: A Cohort Comparison,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135944/,"Jaime Carcamo-Oyarzun, Sonia Salvo-Garrido, Isaac Estevan",Behav Sci (Basel)2023 Apr;13(4): 306.Published online 2023 Apr 4.doi:10.3390/bs13040306,4/4/2023,2023,Apr,4
Antecedents and Consequences of Streamer Trust in Livestreaming Commerce,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135573/,"Bowen Tian, Jinye Chen, Jie Zhang, Wei Wang, Leibao Zhang",Behav Sci (Basel)2023 Apr;13(4): 308.Published online 2023 Apr 4.doi:10.3390/bs13040308,4/4/2023,2023,Apr,4
Online-Network-Group Use and Political-Participation Intention in China: The Analysis Based on CSS 2019 Survey Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135942/,"Zipeng Li, Fengrong Liu",Behav Sci (Basel)2023 Apr;13(4): 302.Published online 2023 Apr 3.doi:10.3390/bs13040302,4/3/2023,2023,Apr,3
Examining the Role of Responsibility and Belief in a Just World in the Relationship between Parental Rejection and Adolescents’ Gratitude,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135758/,"Jingwen Xing, Xiaofeng Xu, Xingchao Wang",Behav Sci (Basel)2023 Apr;13(4): 305.Published online 2023 Apr 3.doi:10.3390/bs13040305,4/3/2023,2023,Apr,3
Male Victims of Sexual Assault: A Review of the Literature,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135558/,"John C. Thomas, Jonathan Kopel",Behav Sci (Basel)2023 Apr;13(4): 304.Published online 2023 Apr 3.doi:10.3390/bs13040304,4/3/2023,2023,Apr,3
"Fatigue, Work Overload, and Sleepiness in a Sample of Spanish Commercial Airline Pilots",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135893/,"Ana Alaminos-Torres, Jesús Román Martínez-Álvarez, Manuela Martínez-Lorca, Noemí López-Ejeda, María Dolores Marrodán Serrano",Behav Sci (Basel)2023 Apr;13(4): 300.Published online 2023 Apr 1.doi:10.3390/bs13040300,4/1/2023,2023,Apr,1
A Bibliometric Analysis of Consumer Neuroscience towards Sustainable Consumption,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136158/,"Yan Liu, Rui Zhao, Xin Xiong, Xinyun Ren",Behav Sci (Basel)2023 Apr;13(4): 298.Published online 2023 Mar 31.doi:10.3390/bs13040298,3/31/2023,2023,Mar,31
Psychotherapy with Psilocybin for Depression: Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135952/,"Jonathan Joseph Dawood Hristova, Virtudes Pérez-Jover",Behav Sci (Basel)2023 Apr;13(4): 297.Published online 2023 Mar 31.doi:10.3390/bs13040297,3/31/2023,2023,Mar,31
Visuo-Spatial Working Memory and Mathematical Skills in Children: A Network Analysis Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136205/,"Luigi Macchitella, Giorgia Tosi, Daniele Luigi Romano, Marika Iaia, Francesca Vizzi, Irene C. Mammarella, Paola Angelelli",Behav Sci (Basel)2023 Apr;13(4): 294.Published online 2023 Mar 30.doi:10.3390/bs13040294,3/30/2023,2023,Mar,30
Longitudinal Relation between Family Socio-Economic Status and Problem Behaviors in Chinese Children: The Roles of Sense of Coherence and Maternal Warmth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135599/,"Bibo Mo, Rui Fu, Xiaoshi Liu, Gangmin Xu, Junsheng Liu, Dan Li",Behav Sci (Basel)2023 Apr;13(4): 291.Published online 2023 Mar 29.doi:10.3390/bs13040291,3/29/2023,2023,Mar,29
Predicting and Comparing Students’ Online and Offline Academic Performance Using Machine Learning Algorithms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135855/,"Barnabás Holicza, Attila Kiss",Behav Sci (Basel)2023 Apr;13(4): 289.Published online 2023 Mar 28.doi:10.3390/bs13040289,3/28/2023,2023,Mar,28
Relationship between Grateful Disposition and Subjective Happiness of Korean Young Adults: Focused on Double Mediating Effect of Social Support and Positive Interpretation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136244/,"Jae-Sun An, Kyung-Hyun Suh",Behav Sci (Basel)2023 Apr;13(4): 287.Published online 2023 Mar 27.doi:10.3390/bs13040287,3/27/2023,2023,Mar,27
Physical Activity and Health: Social Psychology Perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135945/,Rogério César Fermino,Behav Sci (Basel)2023 Apr;13(4): 286.Published online 2023 Mar 27.doi:10.3390/bs13040286,3/27/2023,2023,Mar,27
Elderly Users’ Emotional and Behavioral Responses to Self-Service Technology in Fast-Food Restaurants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10135456/,"Jinyoung Nam, Seongcheol Kim, Yoonhyuk Jung",Behav Sci (Basel)2023 Apr;13(4): 284.Published online 2023 Mar 26.doi:10.3390/bs13040284,3/26/2023,2023,Mar,26
Dynamic Characteristics and Evolution Analysis of Information Dissemination Theme of Social Networks under Emergencies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10136352/,"Yuan Zhang, Yanxi Xie, Victor Shi, Ke Yin",Behav Sci (Basel)2023 Apr;13(4): 282.Published online 2023 Mar 24.doi:10.3390/bs13040282,3/24/2023,2023,Mar,24
Research on the Factors Affecting the Adoption of Smart Aged-Care Products by the Aged in China: Extension Based on UTAUT Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10044887/,"Xiang Wang, Chang-Franw Lee, Jiabei Jiang, Genlei Zhang, Zhong Wei",Behav Sci (Basel)2023 Mar;13(3): 277.Published online 2023 Mar 21.doi:10.3390/bs13030277,3/21/2023,2023,Mar,21
Motivation and Basic Psychological Needs Satisfaction in Active Travel to Different Destinations: A Cluster Analysis with Adolescents Living in Germany,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045514/,"Denise Renninger, Joachim Bachner, Xavier García-Massó, Javier Molina-García, Anne Kerstin Reimers, Isabel Marzi, Franziska Beck, Yolanda Demetriou",Behav Sci (Basel)2023 Mar;13(3): 272.Published online 2023 Mar 20.doi:10.3390/bs13030272,3/20/2023,2023,Mar,20
Understanding Different Types of Followers’ Engagement and the Transformation of Millennial Followers into Cosmetic Brand Evangelists,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045032/,"Warinrampai Rungruangjit, Thitinan Chankoson, Kitti Charoenpornpanichkul",Behav Sci (Basel)2023 Mar;13(3): 270.Published online 2023 Mar 19.doi:10.3390/bs13030270,3/19/2023,2023,Mar,19
The Effect of Perfectionism on Consumers’ Intentions to Purchase Imperfect Products,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045134/,"Libin Chen, Guanhong Chen, Shuo Wang, Lin Jiang",Behav Sci (Basel)2023 Mar;13(3): 269.Published online 2023 Mar 18.doi:10.3390/bs13030269,3/18/2023,2023,Mar,18
The Moderating Effect of Flexible Work Option on Structural Empowerment and Generation Z Contextual Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10099726/,"Daliah Taibah, Theresa C. F. Ho",Behav Sci (Basel)2023 Mar;13(3): 266.Published online 2023 Mar 17.doi:10.3390/bs13030266,3/17/2023,2023,Mar,17
Research on the Process and Influencing Factors of Online Diabetes Information Users’ Avoidance Behavior: A Qualitative Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045335/,"Caiqiang Guo, Li Si, Yifan Sun",Behav Sci (Basel)2023 Mar;13(3): 267.Published online 2023 Mar 17.doi:10.3390/bs13030267,3/17/2023,2023,Mar,17
A Comparative Analysis of Perceived Advantages and Disadvantages of Online Learning,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045390/,"Marcel Pikhart, Blanka Klimova, Anna Cierniak-Emerych, Szymon Dziuba",Behav Sci (Basel)2023 Mar;13(3): 262.Published online 2023 Mar 16.doi:10.3390/bs13030262,3/16/2023,2023,Mar,16
"New Times, New Ways: Exploring the Self-Regulation of Sport during the COVID-19 Pandemic and Its Relationship with Nostalgia and Well-Being",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045768/,"Heetae Cho, Mun Yip Kinnard Chen, Hyoung-Kil Kang, Weisheng Chiu",Behav Sci (Basel)2023 Mar;13(3): 261.Published online 2023 Mar 15.doi:10.3390/bs13030261,3/15/2023,2023,Mar,15
A Psychometric Study of the Prosocial Behavior Scale: Differential Item Functioning by Gender,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10045739/,"Sara Martínez-Gregorio, José M. Tomás, Amparo Oliver",Behav Sci (Basel)2023 Mar;13(3): 259.Published online 2023 Mar 15.doi:10.3390/bs13030259,3/15/2023,2023,Mar,15
Psychological and Neurophysiological Screening Investigation of the Collective and Personal Stress Resilience,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10044872/,Sergey Lytaev,Behav Sci (Basel)2023 Mar;13(3): 258.Published online 2023 Mar 15.doi:10.3390/bs13030258,3/15/2023,2023,Mar,15
